Record_ID,Customer_ID,State,Plan_Type,Usage_Date,Time_Block,Cleaned_Usage_kWh,Applied_Rate_kWh,Supply_Charge
REC-042811,CUST-06982,VIC,"Standard Variable",2026-01-21,Off-Peak,7.3898055376764535,0.22,1.15
REC-042812,CUST-04574,QLD,"EV Premium",2026-01-03,Peak,15.21733786795758,0.45,1.5
REC-042813,CUST-04575,QLD,"Standard Variable",2026-02-22,Off-Peak,24.781594659666574,0.22,1.15
REC-042820,CUST-07696,QLD,"Solar Saver",2026-01-24,Off-Peak,17.711246942949042,0.18,1.3
REC-042821,CUST-05300,NSW,"Standard Variable",2026-03-19,Shoulder,14.147691470293013,0.27,NULL
REC-042826,CUST-06041,QLD,"Standard Variable",2026-02-03,Peak,12.743497211008844,0.32,1.15
REC-042827,CUST-04817,SA,"Solar Saver",2026-02-13,Shoulder,13.163787179012303,0.28,NULL
REC-042828,CUST-05064,VIC,"Standard Variable",2026-03-10,Shoulder,4.441890089814205,0.27,NULL
REC-042830,CUST-07106,NSW,"EV Premium",2026-03-08,Peak,23.965936720765843,0.45,1.5
REC-042831,CUST-05876,NSW,"Green Gas Hybrid",2026-01-05,Off-Peak,19.22566444625908,NULL,NULL
REC-042833,CUST-07258,NSW,"Green Gas Hybrid",2026-03-26,Shoulder,16.550752938527594,NULL,NULL
REC-042834,CUST-04905,SA,"EV Premium",2026-03-29,Off-Peak,21.12647008949761,0.12,1.5
REC-042837,CUST-07207,NSW,"Solar Saver",2026-01-08,Peak,19.154092795983765,0.38,1.3
REC-042844,CUST-05860,QLD,"Solar Saver",2026-01-01,Off-Peak,5.362106717287352,0.18,1.3
REC-042845,CUST-04112,VIC,"Solar Saver",2026-03-03,Off-Peak,13.387909269794996,0.18,1.3
REC-042848,CUST-06023,WA,"Standard Variable",2026-01-18,Off-Peak,22.505805826113416,0.22,1.15
REC-042849,CUST-05700,NSW,"Solar Saver",2026-01-03,Off-Peak,12.247729549570273,0.18,1.3
REC-042851,CUST-04914,NSW,"Solar Saver",2026-01-31,Off-Peak,17.914155815923948,0.18,1.3
REC-042854,CUST-06037,QLD,"Standard Variable",2026-01-22,Peak,19.40639662731859,0.32,1.15
REC-042855,CUST-07536,QLD,"EV Premium",2026-03-18,Off-Peak,13.10586896328347,0.12,1.5
REC-042859,CUST-04859,SA,"Solar Saver",2026-02-15,Off-Peak,14.092851858255829,0.18,1.3
REC-042863,CUST-07135,VIC,"Green Gas Hybrid",2026-02-02,Off-Peak,17.160630608397753,NULL,NULL
REC-042864,CUST-05351,QLD,"Standard Variable",2026-03-19,Peak,17.00002382901474,0.32,1.15
REC-042866,CUST-04077,VIC,"Solar Saver",2026-01-15,Peak,11.72627557461388,0.38,1.3
REC-042872,CUST-07724,QLD,"EV Premium",2026-02-18,Peak,1.2178241350609937,0.45,1.5
REC-042874,CUST-05899,SA,"Standard Variable",2026-03-15,Shoulder,14.694863449431551,0.27,NULL
REC-042875,CUST-05747,QLD,"Solar Saver",2026-01-23,Off-Peak,12.211299155923594,0.18,1.3
REC-042878,CUST-04981,TAS,"Standard Variable",2026-02-21,Peak,10.800911152112775,0.32,1.15
REC-042879,CUST-07458,VIC,"Standard Variable",2026-03-05,Off-Peak,13.588887714405292,0.22,1.15
REC-042880,CUST-05167,NSW,"Standard Variable",2026-01-18,Off-Peak,18.54910912578885,0.22,1.15
REC-042881,CUST-07214,VIC,"Standard Variable",2026-02-19,Peak,17.028940656296907,0.32,1.15
REC-042886,CUST-06141,VIC,"Solar Saver",2026-03-25,Peak,11.67372191024101,0.38,1.3
REC-042887,CUST-04184,VIC,"Standard Variable",2026-01-07,Off-Peak,22.599407539574194,0.22,1.15
REC-042888,CUST-06633,QLD,"Solar Saver",2026-01-12,Shoulder,11.35230671305481,0.28,NULL
REC-042889,CUST-04846,VIC,"EV Premium",2026-03-20,Off-Peak,17.127440847926728,0.12,1.5
REC-042891,CUST-05307,VIC,"Solar Saver",2026-01-23,Shoulder,21.80945233047541,0.28,NULL
REC-042892,CUST-07610,NSW,"Solar Saver",2026-01-13,Off-Peak,18.113657553952628,0.18,1.3
REC-042894,CUST-05070,NSW,"Green Gas Hybrid",2026-03-24,Peak,16.176771098179447,NULL,NULL
REC-042898,CUST-04725,NSW,"Green Gas Hybrid",2026-01-19,Off-Peak,10.934849028699041,NULL,NULL
REC-042904,CUST-04889,NSW,"Green Gas Hybrid",2026-03-24,Peak,6.826432931868418,NULL,NULL
REC-042906,CUST-03890,VIC,"Solar Saver",2026-03-28,Peak,11.815949512799186,0.38,1.3
REC-042907,CUST-04207,QLD,"Solar Saver",2026-01-28,Shoulder,9.931690836730077,0.28,NULL
REC-042917,CUST-06597,NSW,"Standard Variable",2026-03-03,Off-Peak,14.606758853907344,0.22,1.15
REC-042918,CUST-04838,VIC,"EV Premium",2026-02-23,Off-Peak,12.200663222644367,0.12,1.5
REC-042920,CUST-07201,VIC,"Solar Saver",2026-03-16,Off-Peak,11.446998282213865,0.18,1.3
REC-042926,CUST-06574,WA,"EV Premium",2026-03-11,Peak,13.397780679976696,0.45,1.5
REC-042928,CUST-04704,QLD,"Solar Saver",2026-03-25,Off-Peak,18.221006112176003,0.18,1.3
REC-042931,CUST-07055,VIC,"Solar Saver",2026-02-13,Peak,15.47412339103159,0.38,1.3
REC-042932,CUST-04635,NSW,"Solar Saver",2026-02-28,Off-Peak,15.654876481296304,0.18,1.3
REC-042935,CUST-06233,VIC,"EV Premium",2026-01-20,Off-Peak,13.420689093112468,0.12,1.5
REC-042940,CUST-05246,QLD,"Standard Variable",2026-03-20,Peak,26.231523937460608,0.32,1.15
REC-042941,CUST-06704,NSW,"Solar Saver",2026-03-03,Shoulder,13.608995119902119,0.28,NULL
REC-042944,CUST-04411,NSW,"Solar Saver",2026-03-16,Off-Peak,25.849426271781656,0.18,1.3
REC-042949,CUST-07121,SA,"Standard Variable",2026-03-28,Off-Peak,13.59123075305422,0.22,1.15
REC-042951,CUST-05990,WA,"Solar Saver",2026-01-24,Shoulder,13.388394344654671,0.28,NULL
REC-042954,CUST-05115,NSW,"Standard Variable",2026-02-08,Peak,11.231600693650869,0.32,1.15
REC-042959,CUST-06659,NSW,"Standard Variable",2026-02-18,Off-Peak,9.96915574664747,0.22,1.15
REC-042961,CUST-06321,QLD,"EV Premium",2026-02-17,Shoulder,11.861869784484622,0.28500000000000003,NULL
REC-042962,CUST-06858,NSW,"Standard Variable",2026-02-09,Shoulder,15.480493586060549,0.27,NULL
REC-042965,CUST-04615,NSW,"Solar Saver",2026-02-22,Shoulder,8.517227297250642,0.28,NULL
REC-042967,CUST-05800,NSW,"Standard Variable",2026-03-25,Off-Peak,14.294043270970848,0.22,1.15
REC-042970,CUST-05585,VIC,"Standard Variable",2026-01-30,Shoulder,20.539518626866823,0.27,NULL
REC-042972,CUST-06689,VIC,"Solar Saver",2026-01-07,Peak,18.391677166276178,0.38,1.3
REC-042974,CUST-06004,QLD,"Standard Variable",2026-03-16,Shoulder,18.08268944209749,0.27,NULL
REC-042976,CUST-04873,NSW,"Standard Variable",2026-02-02,Peak,11.707471479752758,0.32,1.15
REC-042977,CUST-03934,NSW,"Green Gas Hybrid",2026-03-20,Off-Peak,15.88950958294861,NULL,NULL
REC-042978,CUST-06206,SA,"Standard Variable",2026-03-09,Peak,9.096243675198693,0.32,1.15
REC-042981,CUST-04827,QLD,"Solar Saver",2026-02-07,Off-Peak,12.608806541654245,0.18,1.3
REC-042983,CUST-05295,QLD,"Standard Variable",2026-01-03,Peak,15.5936650458772,0.32,1.15
REC-042984,CUST-05427,ACT,"Solar Saver",2026-01-24,Shoulder,10.165578170294346,0.28,NULL
REC-042986,CUST-05322,NSW,"EV Premium",2026-01-23,Off-Peak,14.887106993017145,0.12,1.5
REC-042989,CUST-05836,QLD,"Solar Saver",2026-02-11,Off-Peak,16.2853124726245,0.18,1.3
REC-042992,CUST-04600,NSW,"Green Gas Hybrid",2026-01-26,Peak,11.834395334394284,NULL,NULL
REC-042993,CUST-05865,QLD,"Solar Saver",2026-03-23,Shoulder,20.536293366246912,0.28,NULL
REC-042994,CUST-07401,NSW,"EV Premium",2026-02-13,Peak,13.412373539733665,0.45,1.5
REC-042995,CUST-07430,QLD,"Standard Variable",2026-02-17,Off-Peak,24.353949461687296,0.22,1.15
REC-042997,CUST-07145,SA,"EV Premium",2026-02-05,Off-Peak,13.513046798739603,0.12,1.5
REC-042999,CUST-05041,QLD,"Solar Saver",2026-01-11,Off-Peak,25.415844752602172,0.18,1.3
REC-043000,CUST-06962,VIC,"EV Premium",2026-02-10,Peak,27.03261942340302,0.45,1.5
REC-043001,CUST-06219,VIC,"Green Gas Hybrid",2026-03-03,Shoulder,17.269140997283944,NULL,NULL
REC-043002,CUST-05876,NSW,"Green Gas Hybrid",2026-03-29,Off-Peak,13.5688093324137,NULL,NULL
REC-043003,CUST-05363,VIC,"Standard Variable",2026-01-24,Off-Peak,7.842897955219373,0.22,1.15
REC-043006,CUST-04270,SA,"Standard Variable",2026-03-22,Off-Peak,17.026772925927126,0.22,1.15
REC-043007,CUST-05055,VIC,"Solar Saver",2026-03-31,Off-Peak,8.413068018218397,0.18,1.3
REC-043009,CUST-05876,NSW,"Green Gas Hybrid",2026-02-02,Peak,22.49989325312217,NULL,NULL
REC-043013,CUST-07558,VIC,"Standard Variable",2026-01-21,Peak,12.726348050682901,0.32,1.15
REC-043018,CUST-07291,QLD,"Solar Saver",2026-01-29,Peak,19.32770932399664,0.38,1.3
REC-043019,CUST-05662,NSW,"Standard Variable",2026-03-10,Shoulder,9.502336139287758,0.27,NULL
REC-043020,CUST-06464,NSW,"Solar Saver",2026-02-05,Peak,14.24423281282623,0.38,1.3
REC-043021,CUST-06711,NSW,"EV Premium",2026-01-25,Peak,24.209234863170963,0.45,1.5
REC-043022,CUST-07258,NSW,"Green Gas Hybrid",2026-01-22,Off-Peak,14.306228721498288,NULL,NULL
REC-043026,CUST-05598,QLD,"EV Premium",2026-01-24,Off-Peak,20.73598015554675,0.12,1.5
REC-043028,CUST-04765,VIC,"Green Gas Hybrid",2026-03-26,Shoulder,26.259130599513675,NULL,NULL
REC-043035,CUST-05689,NSW,"Standard Variable",2026-03-23,Off-Peak,17.792856044836682,0.22,1.15
REC-043038,CUST-06993,NSW,"Solar Saver",2026-03-17,Peak,22.65850185077082,0.38,1.3
REC-043039,CUST-04088,QLD,"Standard Variable",2026-02-02,Off-Peak,16.331380080845992,0.22,1.15
REC-043040,CUST-07163,QLD,"Solar Saver",2026-03-05,Peak,8.559942043384103,0.38,1.3
REC-043041,CUST-03892,VIC,"EV Premium",2026-01-15,Off-Peak,24.511453932548754,0.12,1.5
REC-043042,CUST-05483,VIC,"Solar Saver",2026-03-17,Shoulder,18.18446231562262,0.28,NULL
REC-043043,CUST-05681,NSW,"EV Premium",2026-02-19,Peak,5.515520605420916,0.45,1.5
REC-043044,CUST-04631,NSW,"EV Premium",2026-01-05,Shoulder,18.569615976556044,0.28500000000000003,NULL
REC-043047,CUST-04245,VIC,"EV Premium",2026-01-12,Off-Peak,9.470416769439039,0.12,1.5
REC-043054,CUST-06181,QLD,"EV Premium",2026-03-22,Peak,17.22140024239846,0.45,1.5
REC-043055,CUST-06114,VIC,"Green Gas Hybrid",2026-02-21,Shoulder,6.5769025683213105,NULL,NULL
REC-043058,CUST-06896,SA,"Solar Saver",2026-01-27,Peak,19.21696983714539,0.38,1.3
REC-043059,CUST-06151,QLD,"Green Gas Hybrid",2026-02-08,Off-Peak,12.648917322293162,NULL,NULL
REC-043064,CUST-06034,NSW,"Solar Saver",2026-01-01,Off-Peak,10.725500866178363,0.18,1.3
REC-043065,CUST-04733,QLD,"Standard Variable",2026-02-21,Off-Peak,19.714089863996612,0.22,1.15
REC-043074,CUST-06283,QLD,"EV Premium",2026-01-07,Peak,22.039017272493084,0.45,1.5
REC-043075,CUST-05269,WA,"Standard Variable",2026-01-08,Off-Peak,11.731055375447514,0.22,1.15
REC-043079,CUST-04201,WA,"Solar Saver",2026-02-01,Off-Peak,12.040403735980313,0.18,1.3
REC-043082,CUST-04335,VIC,"Standard Variable",2026-02-24,Shoulder,18.555290040654675,0.27,NULL
REC-043084,CUST-04718,NT,"EV Premium",2026-03-15,Shoulder,10.697415749929842,0.28500000000000003,NULL
REC-043085,CUST-05688,SA,"Standard Variable",2026-01-01,Shoulder,13.961732778048628,0.27,NULL
REC-043088,CUST-06142,VIC,"Standard Variable",2026-01-10,Off-Peak,3.526080263831698,0.22,1.15
REC-043089,CUST-06716,VIC,"Green Gas Hybrid",2026-03-22,Peak,18.46855613069049,NULL,NULL
REC-043090,CUST-06082,TAS,"Standard Variable",2026-02-06,Shoulder,18.980675131451687,0.27,NULL
REC-043094,CUST-07573,NSW,"Solar Saver",2026-01-13,Off-Peak,21.41960336518705,0.18,1.3
REC-043095,CUST-04386,VIC,"EV Premium",2026-01-23,Peak,14.52760473350671,0.45,1.5
REC-043096,CUST-07606,QLD,"Standard Variable",2026-02-26,Off-Peak,20.939541299388154,0.22,1.15
REC-043100,CUST-06300,VIC,"Solar Saver",2026-03-23,Peak,18.982559106709353,0.38,1.3
REC-043101,CUST-05927,QLD,"Standard Variable",2026-01-08,Peak,9.916693020592975,0.32,1.15
REC-043103,CUST-04269,WA,"EV Premium",2026-02-04,Peak,24.200196774714733,0.45,1.5
REC-043105,CUST-06461,NSW,"Standard Variable",2026-03-22,Off-Peak,4.046111349674087,0.22,1.15
REC-043110,CUST-05314,TAS,"Standard Variable",2026-02-24,Peak,14.3512862050943,0.32,1.15
REC-043112,CUST-07664,VIC,"Green Gas Hybrid",2026-02-19,Off-Peak,6.466576685829185,NULL,NULL
REC-043115,CUST-05731,WA,"EV Premium",2026-02-25,Off-Peak,20.262892213288527,0.12,1.5
REC-043119,CUST-06554,NSW,"Green Gas Hybrid",2026-01-22,Peak,11.809213927095385,NULL,NULL
REC-043123,CUST-06174,WA,"Green Gas Hybrid",2026-03-19,Off-Peak,5.883758823361012,NULL,NULL
REC-043125,CUST-04317,QLD,"Standard Variable",2026-02-19,Off-Peak,15.137205396231753,0.22,1.15
REC-043126,CUST-04467,NSW,"Standard Variable",2026-03-24,Off-Peak,18.976676129963113,0.22,1.15
REC-043127,CUST-05370,NSW,"Solar Saver",2026-02-28,Shoulder,15.054657861543486,0.28,NULL
REC-043130,CUST-06473,QLD,"Standard Variable",2026-03-01,Peak,18.474779237204203,0.32,1.15
REC-043132,CUST-07596,NT,"EV Premium",2026-02-03,Shoulder,16.52629256983225,0.28500000000000003,NULL
REC-043136,CUST-06071,SA,"Standard Variable",2026-03-08,Off-Peak,14.523234221729666,0.22,1.15
REC-043141,CUST-05124,VIC,"Solar Saver",2026-01-16,Off-Peak,16.439587753868057,0.18,1.3
REC-043143,CUST-06502,NSW,"EV Premium",2026-03-26,Off-Peak,15.21060513396512,0.12,1.5
REC-043145,CUST-05161,QLD,"Solar Saver",2026-01-05,Peak,21.20669565575322,0.38,1.3
REC-043146,CUST-06569,VIC,"Green Gas Hybrid",2026-01-01,Peak,10.611507504037043,NULL,NULL
REC-043147,CUST-05879,VIC,"Standard Variable",2026-01-20,Off-Peak,17.904356061307954,0.22,1.15
REC-043148,CUST-04191,QLD,"Solar Saver",2026-01-11,Off-Peak,11.020856395698695,0.18,1.3
REC-043149,CUST-04156,NSW,"EV Premium",2026-02-01,Peak,21.435119594272614,0.45,1.5
REC-043154,CUST-07117,WA,"Standard Variable",2026-03-23,Peak,15.607307562244928,0.32,1.15
REC-043158,CUST-05558,QLD,"EV Premium",2026-01-09,Peak,4.821567940676273,0.45,1.5
REC-043160,CUST-05297,VIC,"Green Gas Hybrid",2026-03-20,Shoulder,17.43802355825038,NULL,NULL
REC-043161,CUST-05089,QLD,"Solar Saver",2026-02-16,Peak,9.853649301245248,0.38,1.3
REC-043165,CUST-06261,NSW,"Solar Saver",2026-01-10,Peak,19.32342477776082,0.38,1.3
REC-043168,CUST-05732,VIC,"EV Premium",2026-01-07,Shoulder,6.606853475254248,0.28500000000000003,NULL
REC-043172,CUST-06322,VIC,"Green Gas Hybrid",2026-01-26,Peak,13.485624054665582,NULL,NULL
REC-043174,CUST-05130,WA,"Standard Variable",2026-02-26,Shoulder,14.307728262092592,0.27,NULL
REC-043184,CUST-07707,VIC,"EV Premium",2026-01-16,Shoulder,18.183038978697702,0.28500000000000003,NULL
REC-043185,CUST-06170,NSW,"Solar Saver",2026-01-05,Off-Peak,2.122075021793826,0.18,1.3
REC-043186,CUST-06032,VIC,"Standard Variable",2026-02-22,Peak,10.87256635534074,0.32,1.15
REC-043189,CUST-05990,WA,"Solar Saver",2026-01-11,Peak,9.166179615866366,0.38,1.3
REC-043190,CUST-05432,NSW,"Green Gas Hybrid",2026-02-14,Off-Peak,21.794981418500598,NULL,NULL
REC-043196,CUST-07426,VIC,"Standard Variable",2026-03-08,Off-Peak,15.007363923670082,0.22,1.15
REC-043200,CUST-07233,NSW,"EV Premium",2026-03-28,Peak,16.152881610084833,0.45,1.5
REC-043203,CUST-03931,SA,"Standard Variable",2026-03-30,Peak,18.287913879975626,0.32,1.15
REC-043204,CUST-04263,VIC,"Solar Saver",2026-03-29,Off-Peak,15.87252473037878,0.18,1.3
REC-043215,CUST-07406,NSW,"Solar Saver",2026-01-30,Peak,19.943102112233444,0.38,1.3
REC-043217,CUST-04103,VIC,"Standard Variable",2026-01-20,Off-Peak,18.137134768350236,0.22,1.15
REC-043218,CUST-05294,NSW,"Solar Saver",2026-02-07,Shoulder,12.960992608644716,0.28,NULL
REC-043220,CUST-06399,VIC,"Standard Variable",2026-03-09,Off-Peak,23.239223169540075,0.22,1.15
REC-043221,CUST-04568,NSW,"EV Premium",2026-01-23,Peak,13.17848831941923,0.45,1.5
REC-043223,CUST-04300,QLD,"EV Premium",2026-01-11,Peak,19.08584141660414,0.45,1.5
REC-043224,CUST-05289,NSW,"EV Premium",2026-01-31,Off-Peak,10.553256973964071,0.12,1.5
REC-043230,CUST-04100,NSW,"EV Premium",2026-03-23,Off-Peak,16.864726533877572,0.12,1.5
REC-043232,CUST-04654,WA,"Solar Saver",2026-02-05,Peak,10.559852982555745,0.38,1.3
REC-043234,CUST-05318,SA,"Standard Variable",2026-03-23,Peak,12.856826654216476,0.32,1.15
REC-043237,CUST-05533,QLD,"Green Gas Hybrid",2026-01-27,Off-Peak,14.045586160758923,NULL,NULL
REC-043242,CUST-04751,VIC,"Standard Variable",2026-02-16,Off-Peak,13.39308311188347,0.22,1.15
REC-043244,CUST-06089,QLD,"Solar Saver",2026-03-12,Off-Peak,16.528717963894046,0.18,1.3
REC-043245,CUST-05251,VIC,"Standard Variable",2026-03-21,Off-Peak,6.881445907397666,0.22,1.15
REC-043249,CUST-05968,NSW,"Solar Saver",2026-02-16,Off-Peak,12.061186433087954,0.18,1.3
REC-043253,CUST-05807,VIC,"Standard Variable",2026-01-18,Peak,14.86483552246047,0.32,1.15
REC-043256,CUST-06704,NSW,"Solar Saver",2026-02-26,Off-Peak,26.723854340820523,0.18,1.3
REC-043258,CUST-07785,SA,"Standard Variable",2026-03-15,Peak,17.499601619987125,0.32,1.15
REC-043261,CUST-06898,NSW,"Standard Variable",2026-01-08,Off-Peak,12.79761148640874,0.22,1.15
REC-043264,CUST-04607,WA,"EV Premium",2026-03-05,Peak,21.05291490103837,0.45,1.5
REC-043267,CUST-04322,SA,"Standard Variable",2026-02-20,Peak,14.747336205647603,0.32,1.15
REC-043282,CUST-07482,NSW,"EV Premium",2026-02-18,Off-Peak,12.520171982394672,0.12,1.5
REC-043283,CUST-05541,NSW,"Solar Saver",2026-01-31,Peak,5.090436311287544,0.38,1.3
REC-043284,CUST-05469,WA,"EV Premium",2026-02-15,Peak,21.320893321566928,0.45,1.5
REC-043285,CUST-06564,QLD,"Solar Saver",2026-02-09,Shoulder,12.567787554169914,0.28,NULL
REC-043289,CUST-05561,VIC,"Solar Saver",2026-01-06,Peak,11.474178623701858,0.38,1.3
REC-043290,CUST-05206,VIC,"Solar Saver",2026-03-19,Off-Peak,16.478692128676997,0.18,1.3
REC-043292,CUST-06690,NSW,"Solar Saver",2026-03-28,Off-Peak,18.10329155670083,0.18,1.3
REC-043294,CUST-07782,NSW,"Solar Saver",2026-02-06,Shoulder,19.247928393283463,0.28,NULL
REC-043300,CUST-07159,VIC,"Solar Saver",2026-02-17,Shoulder,20.160473092820215,0.28,NULL
REC-043302,CUST-03940,VIC,"EV Premium",2026-01-12,Peak,19.14808012356216,0.45,1.5
REC-043303,CUST-04164,VIC,"Standard Variable",2026-03-21,Peak,17.10689291988006,0.32,1.15
REC-043305,CUST-04122,VIC,"Standard Variable",2026-01-18,Off-Peak,17.805770069066032,0.22,1.15
REC-043310,CUST-04589,QLD,"Solar Saver",2026-02-18,Shoulder,11.715652701653287,0.28,NULL
REC-043311,CUST-04090,NSW,"Solar Saver",2026-03-16,Off-Peak,16.895965462236408,0.18,1.3
REC-043314,CUST-06806,WA,"Green Gas Hybrid",2026-02-11,Shoulder,4.2545679297706975,NULL,NULL
REC-043315,CUST-07638,QLD,"Standard Variable",2026-03-29,Peak,12.568661161351205,0.32,1.15
REC-043318,CUST-05311,VIC,"Green Gas Hybrid",2026-03-31,Shoulder,13.193468080372874,NULL,NULL
REC-043319,CUST-03896,WA,"Solar Saver",2026-01-26,Off-Peak,19.67676375885254,0.18,1.3
REC-043325,CUST-07084,VIC,"Green Gas Hybrid",2026-02-09,Off-Peak,15.62265696906253,NULL,NULL
REC-043326,CUST-05552,VIC,"Standard Variable",2026-03-25,Peak,11.75913694109516,0.32,1.15
REC-043336,CUST-05887,VIC,"Solar Saver",2026-01-29,Shoulder,21.01257041119674,0.28,NULL
REC-043340,CUST-07629,SA,"Solar Saver",2026-02-20,Off-Peak,14.761717525954554,0.18,1.3
REC-043342,CUST-06195,QLD,"Green Gas Hybrid",2026-01-26,Peak,16.598528923438366,NULL,NULL
REC-043343,CUST-06857,QLD,"Solar Saver",2026-02-22,Peak,19.71933296262437,0.38,1.3
REC-043344,CUST-07253,NSW,"Solar Saver",2026-01-21,Off-Peak,17.595596784292347,0.18,1.3
REC-043346,CUST-05033,VIC,"Standard Variable",2026-01-07,Peak,2.882809447541172,0.32,1.15
REC-043347,CUST-06091,VIC,"Standard Variable",2026-01-17,Peak,11.51044967333323,0.32,1.15
REC-043349,CUST-05618,NSW,"EV Premium",2026-02-09,Off-Peak,22.703883031150866,0.12,1.5
REC-043352,CUST-04449,VIC,"Solar Saver",2026-03-06,Peak,25.937117887860712,0.38,1.3
REC-043353,CUST-07425,VIC,"Standard Variable",2026-03-25,Shoulder,16.34844007349063,0.27,NULL
REC-043355,CUST-05037,QLD,"Standard Variable",2026-02-11,Shoulder,11.645146125184006,0.27,NULL
REC-043358,CUST-06856,VIC,"Green Gas Hybrid",2026-01-22,Shoulder,16.940311223113017,NULL,NULL
REC-043359,CUST-05677,QLD,"Standard Variable",2026-03-02,Shoulder,13.106939953032121,0.27,NULL
REC-043360,CUST-05503,NSW,"Standard Variable",2026-03-30,Peak,10.357805414773752,0.32,1.15
REC-043362,CUST-04943,WA,"Standard Variable",2026-01-31,Shoulder,13.638019225763475,0.27,NULL
REC-043363,CUST-07042,VIC,"Solar Saver",2026-02-27,Off-Peak,17.255576175191457,0.18,1.3
REC-043366,CUST-07359,NSW,"EV Premium",2026-02-25,Shoulder,17.583492996406186,0.28500000000000003,NULL
REC-043367,CUST-05862,VIC,"Green Gas Hybrid",2026-03-24,Peak,21.678655892629017,NULL,NULL
REC-043368,CUST-06662,VIC,"Standard Variable",2026-02-10,Peak,20.11606414238862,0.32,1.15
REC-043370,CUST-05387,VIC,"Standard Variable",2026-02-15,Off-Peak,7.1052671428342515,0.22,1.15
REC-043372,CUST-04546,WA,"Standard Variable",2026-03-06,Peak,5.499490681581992,0.32,1.15
REC-043374,CUST-07200,SA,"EV Premium",2026-01-13,Off-Peak,14.536918413776785,0.12,1.5
REC-043377,CUST-04995,NSW,"EV Premium",2026-01-16,Peak,17.19697925523163,0.45,1.5
REC-043379,CUST-04103,VIC,"Standard Variable",2026-02-01,Peak,13.68786039611094,0.32,1.15
REC-043380,CUST-07381,VIC,"EV Premium",2026-01-16,Shoulder,15.461183819684384,0.28500000000000003,NULL
REC-043381,CUST-05040,SA,"Solar Saver",2026-02-12,Off-Peak,17.62410309288748,0.18,1.3
REC-043383,CUST-06224,VIC,"Solar Saver",2026-02-22,Shoulder,13.025093389526365,0.28,NULL
REC-043386,CUST-06098,WA,"Standard Variable",2026-02-28,Off-Peak,13.805534389994406,0.22,1.15
REC-043388,CUST-04873,NSW,"Standard Variable",2026-01-27,Shoulder,12.472735942078007,0.27,NULL
REC-043391,CUST-03902,VIC,"EV Premium",2026-02-19,Peak,18.037530525530943,0.45,1.5
REC-043392,CUST-06040,WA,"Standard Variable",2026-02-01,Shoulder,5.5671111022541595,0.27,NULL
REC-043394,CUST-06904,QLD,"Standard Variable",2026-01-28,Peak,5.131079441692677,0.32,1.15
REC-043398,CUST-07663,QLD,"Green Gas Hybrid",2026-02-27,Peak,17.727526407409485,NULL,NULL
REC-043402,CUST-05971,WA,"EV Premium",2026-03-11,Shoulder,11.707169591983343,0.28500000000000003,NULL
REC-043403,CUST-05495,VIC,"Standard Variable",2026-01-19,Off-Peak,10.378153303858419,0.22,1.15
REC-043405,CUST-06320,NSW,"Solar Saver",2026-03-22,Shoulder,16.2308012337304,0.28,NULL
REC-043407,CUST-06815,VIC,"Solar Saver",2026-01-19,Peak,19.48968553765027,0.38,1.3
REC-043409,CUST-06803,NSW,"EV Premium",2026-03-22,Peak,13.540630063766917,0.45,1.5
REC-043413,CUST-07569,WA,"EV Premium",2026-03-21,Off-Peak,18.210219097144005,0.12,1.5
REC-043415,CUST-07437,NSW,"Solar Saver",2026-03-23,Peak,6.152895870614913,0.38,1.3
REC-043416,CUST-04432,VIC,"EV Premium",2026-03-28,Peak,11.219375873836016,0.45,1.5
REC-043418,CUST-06758,QLD,"EV Premium",2026-01-27,Off-Peak,25.695872247868802,0.12,1.5
REC-043425,CUST-04640,WA,"Solar Saver",2026-03-31,Off-Peak,22.342729352403353,0.18,1.3
REC-043429,CUST-05962,SA,"EV Premium",2026-02-12,Peak,13.101249026686197,0.45,1.5
REC-043431,CUST-04786,VIC,"EV Premium",2026-03-29,Off-Peak,24.730096799454707,0.12,1.5
REC-043432,CUST-04694,VIC,"Solar Saver",2026-01-26,Shoulder,11.688494122861153,0.28,NULL
REC-043433,CUST-05137,QLD,"Standard Variable",2026-01-02,Off-Peak,2.551396643875009,0.22,1.15
REC-043437,CUST-06852,SA,"Standard Variable",2026-01-27,Peak,16.825595634662474,0.32,1.15
REC-043438,CUST-06057,VIC,"Standard Variable",2026-01-14,Peak,8.753012184206934,0.32,1.15
REC-043439,CUST-05604,QLD,"EV Premium",2026-03-15,Off-Peak,17.465193997367173,0.12,1.5
REC-043442,CUST-04456,NSW,"Standard Variable",2026-02-09,Off-Peak,15.681216480783164,0.22,1.15
REC-043444,CUST-05816,NSW,"Solar Saver",2026-02-19,Off-Peak,6.3137005465203195,0.18,1.3
REC-043452,CUST-07814,VIC,"Standard Variable",2026-01-22,Peak,3.657187113867664,0.32,1.15
REC-043453,CUST-05424,VIC,"EV Premium",2026-02-16,Shoulder,12.160493536263257,0.28500000000000003,NULL
REC-043455,CUST-05832,VIC,"Standard Variable",2026-03-15,Peak,21.0527402979354,0.32,1.15
REC-043461,CUST-06281,WA,"Standard Variable",2026-03-20,Shoulder,13.447175274153215,0.27,NULL
REC-043465,CUST-04626,QLD,"Solar Saver",2026-03-05,Peak,11.846335372672192,0.38,1.3
REC-043467,CUST-05268,VIC,"Solar Saver",2026-02-16,Peak,21.396140167996663,0.38,1.3
